Geo,Year,SFDU,MFDU,GQDU
2089.02,2019,54,1,135
2089.03,2019,118,1,1
2089.04,2019,184,93,135
2090,2019,552,78,1
2091,2019,55,326,1
2092,2019,10,87,1
2093,2019,29,241,1
2094,2019,2,65,1
2095,2019,5,243,1
2096.01,2019,97,572,1
2096.02,2019,31,169,1
2097,2019,62,115,1
2098,2019,207,320,1
2099.01,2019,108,206,1
2099.02,2019,146,276,1
2100,2019,404,780,1
2101,2019,99,175,1
2102,2019,223,396,1
2103,2019,6,8,1
2104,2019,70,124,1
2105,2019,108,192,1
2106,2019,1093,1210,1
2107,2019,13,52,1
2108,2019,140,273,1
2109,2019,52,92,1
2110,2019,32,63,1
2111.01,2019,41,80,1
2111.02,2019,150,16,1
2112.01,2019,123,7,1
2112.02,2019,38,1,1
2112.03,2019,25,1,1
2112.04,2019,49,1,1
2112.05,2019,6,0,1
2112.06,2019,31,1,1
2113,2019,39,218,1
2114.01,2019,14,29,1
2114.02,2019,54,351,1
2114.03,2019,44,253,1
2115.01,2019,54,227,1
2115.02,2019,84,421,1
2116.01,2019,100,194,1
2116.02,2019,18,36,1
2117.01,2019,74,146,1
2117.02,2019,23,67,1
2118,2019,64,169,1
2119,2019,66,175,1
2120,2019,52,132,1
2121,2019,26,66,1
2122,2019,165,187,1
2123,2019,15,18,1
2124,2019,3,23,1
2125,2019,264,1651,1
2126,2019,114,1302,1
2127,2019,93,986,1
2128,2019,381,2147,1
2129,2019,105,658,1
2130,2019,144,971,1
2131,2019,76,1205,1
2132,2019,177,1934,1
2133,2019,152,1428,1
2134,2019,103,927,1
2135,2019,138,1795,1
2136,2019,176,1232,1
2137,2019,230,1216,1
2138,2019,504,1602,1
2139,2019,224,955,1
2140,2019,343,1156,1
2141,2019,115,625,1
2142,2019,671,1849,1
2143,2019,30,971,1
2144,2019,282,2102,1
2145,2019,358,1669,1
2146,2019,301,1566,1
2147,2019,213,1716,1
2148,2019,150,801,1
2149,2019,16,258,1
2150,2019,557,2016,1
2151,2019,3,90,1
2152,2019,10,310,1
2153,2019,6,186,1
2154,2019,10,332,1
2155,2019,19,456,1
2156,2019,7,384,1
2157,2019,6,311,1
2158,2019,18,556,1
2159,2019,9,146,1
1611,2045,288,608,2
1612,2045,323,684,2
1613,2045,146,300,2
1614,2045,231,194,2
1615,2045,24,356,2
1616,2045,7,140,2
1617,2045,23,341,2
1618,2045,662,4424,2
1619,2045,14,205,2
1620,2045,8,120,2
1621,2045,7,290,2
1622,2045,15,230,2
1623,2045,10,535,2
1624,2045,6,296,2
1625,2045,10,584,2
1626,2045,15,575,2
1627,2045,32,626,2
1628.01,2045,33,68,3136
1628.02,2045,20,40,3136
1628.03,2045,91,186,3136
1629,2045,90,187,2
1630.01,2045,47,400,2
1630.02,2045,113,955,2
1631,2045,92,716,2
1632.01,2045,76,118,2
1632.02,2045,98,154,2
1632.03,2045,402,625,2
1632.04,2045,20,31,2
1633,2045,17,34,2
1634,2045,384,606,2
1635,2045,298,1063,2
1636,2045,128,1087,2
1637,2045,1469,169,2
1638.01,2045,1157,130,2
1638.02,2045,471,227,2
1639.01,2045,95,128,2
1639.02,2045,449,631,2
1640,2045,362,509,2
1641,2045,316,453,2
1642,2045,1307,463,2
1643,2045,663,1473,2
1644,2045,83,713,2
1645,2045,718,250,2
1646,2045,569,755,2
1647.01,2045,684,240,2
1647.02,2045,804,290,2
1648,2045,79,336,2
1649,2045,479,403,2
1650,2045,513,680,2
1651,2045,42,307,2
1652.01,2045,503,356,2
1652.02,2045,987,675,2
1653,2045,107,920,2
1654.01,2045,32,222,2
1654.02,2045,65,473,2
1655,2045,699,1840,2
1656,2045,1048,1439,2
1657,2045,598,799,2
1658,2045,139,350,2
1659,2045,33,1246,2
1660,2045,186,199,2
1661,2045,29,1057,2
1662.01,2045,94,189,2
1662.02,2045,171,343,2
1662.03,2045,177,360,2
1663,2045,398,1247,2
1664,2045,149,774,2
1665.01,2045,975,1986,2
1665.02,2045,127,576,2
1666,2045,106,903,2
1667,2045,86,743,2
1668,2045,84,722,2
1669,2045,44,838,2
1670,2045,46,877,2
1671,2045,256,1440,2
1672.01,2045,61,307,2
1672.02,2045,147,735,2
1673.01,2045,106,37,2
1673.02,2045,198,72,2
1673.03,2045,329,110,2
1674,2045,164,1586,2
1675.01,2045,502,167,2
1675.02,2045,1179,399,2
1676.01,2045,356,119,2
1676.02,2045,341,114,2
1676.03,2045,169,56,2
1677,2045,0,0,2
1678,2045,63,107,2
1679,2045,64,109,2
1680,2045,4,8,2
1681,2045,57,88,2
1682.01,2045,24,41,2
1682.02,2045,18,31,2
1683,2045,81,140,2
1684,2045,65,110,2
1685,2045,35,61,2
1686,2045,232,397,2
1687,2045,12,551,2
1688.01,2045,24,42,2
1688.02,2045,52,89,2
1688.03,2045,25,43,2
1689.01,2045,18,31,2
1689.02,2045,30,50,2
1689.03,2045,28,47,2
1690.01,2045,30,52,2
1690.02,2045,26,46,2
1691,2045,528,1016,2
1692,2045,151,317,2
1693,2045,158,340,2
1694,2045,404,824,2
1695,2045,1007,2119,2
1696,2045,1026,19,2
1697,2045,1696,1838,2
1698,2045,17,35,2
1699,2045,653,2730,2
1700,2045,30,683,2
1701,2045,24,537,2
1702,2045,14,172,2
1703,2045,177,61,2
1704.01,2045,106,35,2
1704.02,2045,85,29,2
1704.03,2045,1506,493,2
1705,2045,751,718,2
1706,2045,748,1620,2
1707,2045,167,1890,2
1708,2045,15,480,2
1709,2045,19,295,2
1710,2045,18,298,2
1711,2045,12,340,2
1712,2045,28,457,2
1713,2045,28,441,2
1714,2045,31,499,2
1715,2045,21,686,2
1716,2045,7,136,2
1717,2045,73,1411,2
1718,2045,18,422,2
1719,2045,40,947,2
1720,2045,127,173,2
1721,2045,240,327,2
1722,2045,114,164,2
1723,2045,199,272,2
1724,2045,332,778,2
1725.01,2045,211,293,2
1725.02,2045,121,167,2
1726.01,2045,189,296,2
1726.02,2045,47,84,2
1727,2045,326,1319,2
1728.01,2045,707,531,2
1728.02,2045,1915,1552,2
1729.01,2045,215,893,2
1729.02,2045,184,754,2
1730.01,2045,497,373,2
1730.02,2045,391,318,2
1731.01,2045,342,292,2
1731.02,2045,345,293,2
1731.03,2045,920,771,2
1732,2045,2386,2089,2
1733,2045,708,1464,2
1734,2045,1121,1659,2
1735,2045,58,1223,2
1736,2045,374,1254,2
1737,2045,381,620,2
1738,2045,253,386,2
1739.01,2045,212,179,2
1739.02,2045,122,102,2
1739.03,2045,1463,1234,2
1740,2045,970,1002,2
1741.01,2045,469,399,2
1741.02,2045,1147,970,2
1741.03,2045,175,150,2
1742.01,2045,550,825,2
1742.02,2045,691,996,2
1743,2045,153,222,2
1744.01,2045,36,249,2
1744.02,2045,294,1978,2
1745,2045,55,240,2
1746,2045,568,391,2
1747,2045,867,724,2
1748,2045,747,719,2
1749,2045,824,277,2
1750.01,2045,301,94,2
1750.02,2045,1054,345,2
1750.03,2045,289,89,2
1751,2045,1229,334,2
1752.01,2045,1569,1035,2
1752.02,2045,901,366,2
1753.01,2045,469,154,2
1753.02,2045,806,272,2
1753.03,2045,215,72,2
1754.01,2045,78,26,2
1754.02,2045,139,46,2
1754.03,2045,466,156,2
1755,2045,2066,693,2
1756,2045,385,130,2
1757,2045,83,760,2
1758,2045,67,648,2
1759,2045,55,788,2
1760,2045,98,927,2
1761,2045,583,854,2
1762,2045,67,983,2
1763,2045,37,770,2
1764,2045,36,766,2
1765,2045,13,581,2
1766,2045,24,854,2
1767,2045,847,1895,2
1768,2045,1229,1350,2
1769,2045,583,1870,2
1770.01,2045,0,578,2
1770.02,2045,0,99,2
1771,2045,238,686,2
1772,2045,336,1294,2
1773,2045,0,73,2
1774,2045,1,372,2
1775,2045,23,575,2
1776,2045,6,74,2
1777,2045,10,397,2
1778,2045,174,969,2
1779,2045,273,1514,2
1780,2045,14,638,2
1781,2045,6,196,2
1782,2045,9,420,2
1783,2045,28,554,2
1784,2045,259,361,2
1785,2045,83,123,2
1786,2045,234,348,2
1787,2045,190,285,2
1788,2045,33,613,2
1789,2045,130,487,2
1790,2045,546,975,2
1791,2045,125,305,2
1792,2045,35,188,2
1793.01,2045,35,215,2
1793.02,2045,34,211,2
1794,2045,354,10,2
1795,2045,294,436,2
1796.01,2045,446,683,2
1796.02,2045,88,134,2
1796.03,2045,359,237,2
1797.01,2045,298,459,2
1797.02,2045,12,19,2
1797.03,2045,209,322,2
1798.01,2045,73,455,2
1798.02,2045,42,259,2
1798.03,2045,112,690,2
1798.04,2045,28,157,2
1799,2045,61,507,2
1800.01,2045,118,177,2
1800.02,2045,358,552,2
1800.03,2045,69,103,2
1800.04,2045,308,465,2
1800.05,2045,502,755,2
1800.06,2045,24,36,2
1801,2045,13,74,2
1802,2045,662,765,2
1803,2045,193,223,2
1804,2045,1059,1231,2
1805,2045,310,1267,2
1806,2045,120,458,2
1807,2045,420,963,2
1808,2045,640,749,2
1809,2045,163,188,2
1810,2045,1175,1076,2
1811,2045,281,611,2
1812,2045,279,255,2
1813,2045,83,75,2
1814.01,2045,303,76,2
1814.02,2045,228,90,2
1815,2045,193,217,2
1816,2045,133,892,2
1817.01,2045,3104,765,2
1817.02,2045,158,39,2
1817.03,2045,372,91,2
1818,2045,152,274,2
1819,2045,133,240,2
1820,2045,182,468,2
1821,2045,175,1053,2
1822,2045,89,570,2
1823,2045,177,1356,2
1824,2045,156,788,2
1825,2045,32,307,2
1826,2045,160,617,2
1827,2045,52,821,2
1828,2045,23,603,2
1829,2045,7,140,2
1830,2045,55,471,2
1831,2045,484,656,2
1832.01,2045,235,320,2
1832.02,2045,218,292,2
1832.03,2045,1099,1487,2
1833.01,2045,12,325,2
1833.02,2045,889,1186,2
1833.03,2045,578,1539,2
1834,2045,14,334,2
1835,2045,4,95,2
1836,2045,35,121,2
1837,2045,216,40,2
1838.01,2045,1129,281,2
1838.02,2045,48,9,2
1839,2045,296,53,2
1840,2045,821,149,2
1841.01,2045,249,43,2
1841.02,2045,1696,303,2
1841.03,2045,158,29,2
1841.04,2045,144,25,2
1842.01,2045,168,31,2
1842.02,2045,59,11,2
1843.01,2045,97,18,2
1843.02,2045,847,154,2
1844,2045,649,118,2
1845.01,2045,634,143,2
1845.02,2045,2500,573,2
1845.03,2045,396,73,2
1846.01,2045,1067,243,2
1846.02,2045,79,14,2
1847.01,2045,1010,712,2
1847.02,2045,450,317,2
1848.01,2045,278,377,2
1848.02,2045,892,948,2
1849.01,2045,1375,1862,2
1849.02,2045,56,53,2
1850,2045,48,67,2
1851.01,2045,51,344,2
1851.02,2045,372,961,2
1852.01,2045,4,25,2
1852.02,2045,12,51,2
1853.01,2045,119,1095,2
1853.02,2045,24,75,2
1854.01,2045,120,833,2
1854.02,2045,9,65,2
1855,2045,624,114,2
1856,2045,257,460,2
1857,2045,406,713,2
1858,2045,2423,1147,2
1859,2045,212,48,2
1860,2045,174,85,2
1861,2045,245,694,2
1862,2045,176,498,2
1863,2045,343,1185,2
1864,2045,510,438,2
1865.01,2045,754,625,2
1865.02,2045,901,713,2
1865.03,2045,75,64,2
1865.04,2045,855,741,2
1866.01,2045,290,146,2
1866.02,2045,175,88,2
1866.03,2045,239,197,2
1867.01,2045,1231,595,2
1867.02,2045,1298,660,2
1868.01,2045,1196,218,2
1868.02,2045,237,46,2
1868.03,2045,201,36,2
1869.01,2045,904,779,2
1869.02,2045,153,112,2
1870,2045,279,246,2
1871,2045,50,426,2
1872,2045,184,650,2
1873,2045,41,141,2
1874,2045,245,424,2
1875,2045,12,42,2
1876,2045,37,240,2
1877,2045,7,68,2
1878,2045,15,106,2
1879,2045,260,719,2
1880,2045,91,1096,2
1881,2045,273,750,2
