Geo,Year,SFDU,MFDU,GQDU
2089.02,2019,54,1,135
2089.03,2019,118,1,1
2089.04,2019,184,93,135
2090,2019,552,78,1
2091,2019,55,326,1
2092,2019,10,87,1
2093,2019,29,241,1
2094,2019,2,65,1
2095,2019,5,243,1
2096.01,2019,97,572,1
2096.02,2019,31,169,1
2097,2019,62,115,1
2098,2019,207,320,1
2099.01,2019,108,206,1
2099.02,2019,146,276,1
2100,2019,404,780,1
2101,2019,99,175,1
2102,2019,223,396,1
2103,2019,6,8,1
2104,2019,70,124,1
2105,2019,108,192,1
2106,2019,1093,1210,1
2107,2019,13,52,1
2108,2019,140,273,1
2109,2019,52,92,1
2110,2019,32,63,1
2111.01,2019,41,80,1
2111.02,2019,150,16,1
2112.01,2019,123,7,1
2112.02,2019,38,1,1
2112.03,2019,25,1,1
2112.04,2019,49,1,1
2112.05,2019,6,0,1
2112.06,2019,31,1,1
2113,2019,39,218,1
2114.01,2019,14,29,1
2114.02,2019,54,351,1
2114.03,2019,44,253,1
2115.01,2019,54,227,1
2115.02,2019,84,421,1
2116.01,2019,100,194,1
2116.02,2019,18,36,1
2117.01,2019,74,146,1
2117.02,2019,23,67,1
2118,2019,64,169,1
2119,2019,66,175,1
2120,2019,52,132,1
2121,2019,26,66,1
2122,2019,165,187,1
2123,2019,15,18,1
2124,2019,3,23,1
2125,2019,264,1651,1
2126,2019,114,1302,1
2127,2019,93,986,1
2128,2019,381,2147,1
2129,2019,105,658,1
2130,2019,144,971,1
2131,2019,76,1205,1
2132,2019,177,1934,1
2133,2019,152,1428,1
2134,2019,103,927,1
2135,2019,138,1795,1
2136,2019,176,1232,1
2137,2019,230,1216,1
2138,2019,504,1602,1
2139,2019,224,955,1
2140,2019,343,1156,1
2141,2019,115,625,1
2142,2019,671,1849,1
2143,2019,30,971,1
2144,2019,282,2102,1
2145,2019,358,1669,1
2146,2019,301,1566,1
2147,2019,213,1716,1
2148,2019,150,801,1
2149,2019,16,258,1
2150,2019,557,2016,1
2151,2019,3,90,1
2152,2019,10,310,1
2153,2019,6,186,1
2154,2019,10,332,1
2155,2019,19,456,1
2156,2019,7,384,1
2157,2019,6,311,1
2158,2019,18,556,1
2159,2019,9,146,1
1611,2045,262,553,2
1612,2045,294,622,2
1613,2045,133,273,2
1614,2045,210,176,2
1615,2045,22,324,2
1616,2045,6,127,2
1617,2045,21,310,2
1618,2045,602,4022,2
1619,2045,13,186,2
1620,2045,7,109,2
1621,2045,6,264,2
1622,2045,14,209,2
1623,2045,9,486,2
1624,2045,5,269,2
1625,2045,9,531,2
1626,2045,14,523,2
1627,2045,29,569,2
1628.01,2045,30,62,2851
1628.02,2045,18,36,2851
1628.03,2045,83,169,2851
1629,2045,82,170,2
1630.01,2045,43,364,2
1630.02,2045,103,868,2
1631,2045,84,651,2
1632.01,2045,69,107,2
1632.02,2045,89,140,2
1632.03,2045,365,568,2
1632.04,2045,18,28,2
1633,2045,15,31,2
1634,2045,349,551,2
1635,2045,271,966,2
1636,2045,116,988,2
1637,2045,1335,154,2
1638.01,2045,1052,118,2
1638.02,2045,428,206,2
1639.01,2045,86,116,2
1639.02,2045,408,574,2
1640,2045,329,463,2
1641,2045,287,412,2
1642,2045,1188,421,2
1643,2045,603,1339,2
1644,2045,75,648,2
1645,2045,653,227,2
1646,2045,517,686,2
1647.01,2045,622,218,2
1647.02,2045,731,264,2
1648,2045,72,305,2
1649,2045,435,366,2
1650,2045,466,618,2
1651,2045,38,279,2
1652.01,2045,457,324,2
1652.02,2045,897,614,2
1653,2045,97,836,2
1654.01,2045,29,202,2
1654.02,2045,59,430,2
1655,2045,635,1673,2
1656,2045,953,1308,2
1657,2045,544,726,2
1658,2045,126,318,2
1659,2045,30,1133,2
1660,2045,169,181,2
1661,2045,26,961,2
1662.01,2045,85,172,2
1662.02,2045,155,312,2
1662.03,2045,161,327,2
1663,2045,362,1134,2
1664,2045,135,704,2
1665.01,2045,886,1805,2
1665.02,2045,115,524,2
1666,2045,96,821,2
1667,2045,78,675,2
1668,2045,76,656,2
1669,2045,40,762,2
1670,2045,42,797,2
1671,2045,233,1309,2
1672.01,2045,55,279,2
1672.02,2045,134,668,2
1673.01,2045,96,34,2
1673.02,2045,180,65,2
1673.03,2045,299,100,2
1674,2045,149,1442,2
1675.01,2045,456,152,2
1675.02,2045,1072,363,2
1676.01,2045,324,108,2
1676.02,2045,310,104,2
1676.03,2045,154,51,2
1677,2045,0,0,2
1678,2045,57,97,2
1679,2045,58,99,2
1680,2045,4,7,2
1681,2045,52,80,2
1682.01,2045,22,37,2
1682.02,2045,16,28,2
1683,2045,74,127,2
1684,2045,59,100,2
1685,2045,32,55,2
1686,2045,211,361,2
1687,2045,11,501,2
1688.01,2045,22,38,2
1688.02,2045,47,81,2
1688.03,2045,23,39,2
1689.01,2045,16,28,2
1689.02,2045,27,45,2
1689.03,2045,25,43,2
1690.01,2045,27,47,2
1690.02,2045,24,42,2
1691,2045,480,924,2
1692,2045,137,288,2
1693,2045,144,309,2
1694,2045,367,749,2
1695,2045,915,1926,2
1696,2045,933,17,2
1697,2045,1542,1671,2
1698,2045,15,32,2
1699,2045,594,2482,2
1700,2045,27,621,2
1701,2045,22,488,2
1702,2045,13,156,2
1703,2045,161,55,2
1704.01,2045,96,32,2
1704.02,2045,77,26,2
1704.03,2045,1369,448,2
1705,2045,683,653,2
1706,2045,680,1473,2
1707,2045,152,1718,2
1708,2045,14,436,2
1709,2045,17,268,2
1710,2045,16,271,2
1711,2045,11,309,2
1712,2045,25,415,2
1713,2045,25,401,2
1714,2045,28,454,2
1715,2045,19,624,2
1716,2045,6,124,2
1717,2045,66,1283,2
1718,2045,16,384,2
1719,2045,36,861,2
1720,2045,115,157,2
1721,2045,218,297,2
1722,2045,104,149,2
1723,2045,181,247,2
1724,2045,302,707,2
1725.01,2045,192,266,2
1725.02,2045,110,152,2
1726.01,2045,172,269,2
1726.02,2045,43,76,2
1727,2045,296,1199,2
1728.01,2045,643,483,2
1728.02,2045,1741,1411,2
1729.01,2045,195,812,2
1729.02,2045,167,685,2
1730.01,2045,452,339,2
1730.02,2045,355,289,2
1731.01,2045,311,265,2
1731.02,2045,314,266,2
1731.03,2045,836,701,2
1732,2045,2169,1899,2
1733,2045,644,1331,2
1734,2045,1019,1508,2
1735,2045,53,1112,2
1736,2045,340,1140,2
1737,2045,346,564,2
1738,2045,230,351,2
1739.01,2045,193,163,2
1739.02,2045,111,93,2
1739.03,2045,1330,1122,2
1740,2045,882,911,2
1741.01,2045,426,363,2
1741.02,2045,1043,882,2
1741.03,2045,159,136,2
1742.01,2045,500,750,2
1742.02,2045,628,905,2
1743,2045,139,202,2
1744.01,2045,33,226,2
1744.02,2045,267,1798,2
1745,2045,50,218,2
1746,2045,516,355,2
1747,2045,788,658,2
1748,2045,679,654,2
1749,2045,749,252,2
1750.01,2045,274,85,2
1750.02,2045,958,314,2
1750.03,2045,263,81,2
1751,2045,1117,304,2
1752.01,2045,1426,941,2
1752.02,2045,819,333,2
1753.01,2045,426,140,2
1753.02,2045,733,247,2
1753.03,2045,195,65,2
1754.01,2045,71,24,2
1754.02,2045,126,42,2
1754.03,2045,424,142,2
1755,2045,1878,630,2
1756,2045,350,118,2
1757,2045,75,691,2
1758,2045,61,589,2
1759,2045,50,716,2
1760,2045,89,843,2
1761,2045,530,776,2
1762,2045,61,894,2
1763,2045,34,700,2
1764,2045,33,696,2
1765,2045,12,528,2
1766,2045,22,776,2
1767,2045,770,1723,2
1768,2045,1117,1227,2
1769,2045,530,1700,2
1770.01,2045,0,525,2
1770.02,2045,0,90,2
1771,2045,216,624,2
1772,2045,305,1176,2
1773,2045,0,66,2
1774,2045,1,338,2
1775,2045,21,523,2
1776,2045,5,67,2
1777,2045,9,361,2
1778,2045,158,881,2
1779,2045,248,1376,2
1780,2045,13,580,2
1781,2045,5,178,2
1782,2045,8,382,2
1783,2045,25,504,2
1784,2045,235,328,2
1785,2045,75,112,2
1786,2045,213,316,2
1787,2045,173,259,2
1788,2045,30,557,2
1789,2045,118,443,2
1790,2045,496,886,2
1791,2045,114,277,2
1792,2045,32,171,2
1793.01,2045,32,195,2
1793.02,2045,31,192,2
1794,2045,322,9,2
1795,2045,267,396,2
1796.01,2045,405,621,2
1796.02,2045,80,122,2
1796.03,2045,326,215,2
1797.01,2045,271,417,2
1797.02,2045,11,17,2
1797.03,2045,190,293,2
1798.01,2045,66,414,2
1798.02,2045,38,235,2
1798.03,2045,102,627,2
1798.04,2045,25,143,2
1799,2045,55,461,2
1800.01,2045,107,161,2
1800.02,2045,325,502,2
1800.03,2045,63,94,2
1800.04,2045,280,423,2
1800.05,2045,456,686,2
1800.06,2045,22,33,2
1801,2045,12,67,2
1802,2045,602,695,2
1803,2045,175,203,2
1804,2045,963,1119,2
1805,2045,282,1152,2
1806,2045,109,416,2
1807,2045,382,875,2
1808,2045,582,681,2
1809,2045,148,171,2
1810,2045,1068,978,2
1811,2045,255,555,2
1812,2045,254,232,2
1813,2045,75,68,2
1814.01,2045,275,69,2
1814.02,2045,207,82,2
1815,2045,175,197,2
1816,2045,121,811,2
1817.01,2045,2822,695,2
1817.02,2045,144,35,2
1817.03,2045,338,83,2
1818,2045,138,249,2
1819,2045,121,218,2
1820,2045,165,425,2
1821,2045,159,957,2
1822,2045,81,518,2
1823,2045,161,1233,2
1824,2045,142,716,2
1825,2045,29,279,2
1826,2045,145,561,2
1827,2045,47,746,2
1828,2045,21,548,2
1829,2045,6,127,2
1830,2045,50,428,2
1831,2045,440,596,2
1832.01,2045,214,291,2
1832.02,2045,198,265,2
1832.03,2045,999,1352,2
1833.01,2045,11,295,2
1833.02,2045,808,1078,2
1833.03,2045,525,1399,2
1834,2045,13,304,2
1835,2045,4,86,2
1836,2045,32,110,2
1837,2045,196,36,2
1838.01,2045,1026,255,2
1838.02,2045,44,8,2
1839,2045,269,48,2
1840,2045,746,135,2
1841.01,2045,226,39,2
1841.02,2045,1542,275,2
1841.03,2045,144,26,2
1841.04,2045,131,23,2
1842.01,2045,153,28,2
1842.02,2045,54,10,2
1843.01,2045,88,16,2
1843.02,2045,770,140,2
1844,2045,590,107,2
1845.01,2045,576,130,2
1845.02,2045,2273,521,2
1845.03,2045,360,66,2
1846.01,2045,970,221,2
1846.02,2045,72,13,2
1847.01,2045,918,647,2
1847.02,2045,409,288,2
1848.01,2045,253,343,2
1848.02,2045,811,862,2
1849.01,2045,1250,1693,2
1849.02,2045,51,48,2
1850,2045,44,61,2
1851.01,2045,46,313,2
1851.02,2045,338,874,2
1852.01,2045,4,23,2
1852.02,2045,11,46,2
1853.01,2045,108,995,2
1853.02,2045,22,68,2
1854.01,2045,109,757,2
1854.02,2045,8,59,2
1855,2045,567,104,2
1856,2045,234,418,2
1857,2045,369,648,2
1858,2045,2203,1043,2
1859,2045,193,44,2
1860,2045,158,77,2
1861,2045,223,631,2
1862,2045,160,453,2
1863,2045,312,1077,2
1864,2045,464,398,2
1865.01,2045,685,568,2
1865.02,2045,819,648,2
1865.03,2045,68,58,2
1865.04,2045,777,674,2
1866.01,2045,264,133,2
1866.02,2045,159,80,2
1866.03,2045,217,179,2
1867.01,2045,1119,541,2
1867.02,2045,1180,600,2
1868.01,2045,1087,198,2
1868.02,2045,215,42,2
1868.03,2045,183,33,2
1869.01,2045,822,708,2
1869.02,2045,139,102,2
1870,2045,254,224,2
1871,2045,45,387,2
1872,2045,167,591,2
1873,2045,37,128,2
1874,2045,223,385,2
1875,2045,11,38,2
1876,2045,34,218,2
1877,2045,6,62,2
1878,2045,14,96,2
1879,2045,236,654,2
1880,2045,83,996,2
1881,2045,248,682,2
1882,2045,36,632,2
1883,2045,243,670,2
