Geo,Year,TotEmp,RetEmp,SvcEmp
1739.02,2019,6483,201,4418
1739.03,2019,5561,177,3753
1740,2019,4936,35,2786
1741.01,2019,1474,93,834
1741.02,2019,675,43,383
1741.03,2019,1193,76,672
1742.01,2019,2051,38,474
1742.02,2019,1428,27,322
1743,2019,3286,62,741
1744.01,2019,348,3,30
1744.02,2019,97,1,7
1745,2019,753,5,61
1746,2019,2223,94,984
1747,2019,3054,127,1389
1748,2019,430,30,108
1749,2019,877,6,600
1750.01,2019,3959,182,2495
1750.02,2019,781,36,489
1750.03,2019,1538,71,967
1751,2019,109,3,63
1752.01,2019,207,74,67
1752.02,2019,185,2,159
1753.01,2019,392,3,269
1753.02,2019,855,6,586
1753.03,2019,560,4,378
1754.01,2019,1396,1,315
1754.02,2019,147,32,75
1754.03,2019,98,20,56
1755,2019,1316,21,836
1756,2019,1962,27,1171
1757,2019,113,2,94
1758,2019,283,54,189
1759,2019,426,101,121
1760,2019,168,2,134
1761,2019,2211,34,756
1762,2019,249,34,138
1763,2019,88,4,62
1764,2019,158,0,122
1765,2019,67,0,33
1766,2019,92,0.00E+00,48
1767,2019,329,62,159
1768,2019,338,1,216
1769,2019,4069,38,2649
1770.01,2019,425,5,303
1770.02,2019,212,2,151
1771,2019,46,0,28
1772,2019,2561,39,1824
1773,2019,641,7,458
1774,2019,3266,38,2330
1775,2019,80,1,63
1776,2019,13,0,10
1777,2019,34,0,20
1778,2019,132,1,119
1779,2019,930,229,445
1780,2019,280,7,142
1781,2019,30,0,22
1782,2019,67,0,50
1783,2019,63,0,40
1784,2019,1290,23,974
1785,2019,709,57,532
1786,2019,1257,0,1122
1787,2019,1064,0,948
1788,2019,542,4,414
1789,2019,188,18,140
1790,2019,1313,23,437
1791,2019,1524,77,795
1792,2019,890,148,512
1793.01,2019,756,17,384
1793.02,2019,248,5,126
1794,2019,14,0,3
1795,2019,1098,9,666
1796.01,2019,1140,102,853
1796.02,2019,1100,337,448
1796.03,2019,405,58,255
1797.01,2019,482,49,304
1797.02,2019,592,59,371
1797.03,2019,237,25,150
1798.01,2019,1278,145,724
1798.02,2019,1074,97,651
1798.03,2019,597,163,214
1798.04,2019,488,135,179
1799,2019,750,14,506
1800.01,2019,982,326,381
1800.02,2019,241,48,102
1800.03,2019,917,241,257
1800.04,2019,237,64,66
1800.05,2019,1000,273,286
1800.06,2019,462,148,171
1801,2019,356,61,204
1802,2019,462,47,157
1803,2019,679,1,605
1804,2019,1099,0,990
1805,2019,262,29,185
1806,2019,14,0,11
1807,2019,83,0,63
1808,2019,106,10,75
1809,2019,520,0,475
1810,2019,2073,642,867
1811,2019,681,56,345
1812,2019,627,259,177
1813,2019,195,81,55
1814.01,2019,1232,122,656
1814.02,2019,840,83,453
1815,2019,335,5,231
1816,2019,481,26,294
1817.01,2019,2358,234,1256
1817.02,2019,645,64,344
1817.03,2019,1522,151,811
1818,2019,170,4,110
1819,2019,160,8,123
1820,2019,257,20,203
1821,2019,5252,508,821
1822,2019,1156,129,542
1823,2019,1508,271,734
1824,2019,1435,191,707
1825,2019,563,59,258
1826,2019,105,3,31
1827,2019,87,6,50
1828,2019,185,1,121
1829,2019,31,0,19
1830,2019,158,21,78
1831,2019,716,89,331
1832.01,2019,1448,275,677
1832.02,2019,2150,408,1008
1832.03,2019,59,9,28
1833.01,2019,99,14,59
1833.02,2019,230,18,116
1833.03,2019,95,9,51
1834,2019,959,137,565
1835,2019,263,37,155
1836,2019,322,17,140
1837,2019,2156,125,770
1838.01,2019,1256,73,465
1838.02,2019,482,28,173
1839,2019,2375,281,1485
1840,2019,1717,100,617
1841.01,2019,1309,155,817
1841.02,2019,1367,159,844
1841.03,2019,2953,353,1861
1841.04,2019,1291,152,805
1842.01,2019,5109,611,3222
1842.02,2019,1810,216,1141
1843.01,2019,2940,352,1854
1843.02,2019,7349,878,4634
1844,2019,2973,355,1874
1845.01,2019,1543,183,968
1845.02,2019,2584,305,1620
1845.03,2019,1832,219,1155
1846.01,2019,3709,438,2325
1846.02,2019,2406,288,1517
1847.01,2019,3473,210,1693
1847.02,2019,2917,176,1422
1848.01,2019,733,136,355
1848.02,2019,1470,248,692
1849.01,2019,973,185,456
1849.02,2019,1744,287,917
1850,2019,217,36,119
1851.01,2019,4571,173,3051
1851.02,2019,4778,151,3103
1852.01,2019,339,13,229
1852.02,2019,529,19,356
1853.01,2019,1039,46,695
1853.02,2019,988,66,652
1854.01,2019,352,15,237
1854.02,2019,890,39,600
1855,2019,5143,615,3243
1856,2019,293,4,263
1857,2019,961,3,905
1858,2019,1760,204,914
1859,2019,401,10,241
1860,2019,1020,39,733
1861,2019,1489,139,930
1862,2019,141,0,111
1863,2019,218,1,186
1864,2019,1830,7,1669
1865.01,2019,1165,4,1032
1865.02,2019,659,2,572
1865.03,2019,733,3,669
1865.04,2019,328,1,299
1866.01,2019,721,1,546
1866.02,2019,15,0,12
1866.03,2019,500,1,247
1867.01,2019,2971,85,1716
1867.02,2019,757,0,422
1868.01,2019,1698,98,606
1868.02,2019,2320,134,828
1868.03,2019,2013,117,720
1869.01,2019,350,0,134
1869.02,2019,513,15,193
1870,2019,516,0,192
1871,2019,351,25,199
1872,2019,188,4,174
1873,2019,360,90,140
1874,2019,1410,309,558
1875,2019,7,0,6
1876,2019,1021,146,628
1877,2019,144,19,54
1878,2019,447,64,273
1879,2019,1952,102,1068
1880,2019,1211,134,620
1881,2019,2385,132,1331
1882,2019,199,0,183
1883,2019,89,0,82
1884,2019,153,9,121
1885,2019,368,11,268
1886,2019,58,2,37
1887,2019,113,21,85
1888,2019,338,48,199
1889,2019,1305,186,769
1890,2019,65,16,26
1891,2019,109,5,35
1892,2019,96,0,74
1893,2019,42,10,17
1894,2019,74,19,29
1895,2019,213,54,83
1896,2019,120,6,51
1897,2019,88,0,79
1898,2019,77,4,33
1899,2019,44,0,29
1900,2019,105,0,98
1901.01,2019,632,248,266
1901.02,2019,1126,443,474
1901.03,2019,609,239,257
1902,2019,5996,315,2690
1903,2019,256,41,83
1904,2019,329,129,139
1905,2019,610,112,289
1906.01,2019,188,51,56
1906.02,2019,218,35,86
1907,2019,314,83,117
1908,2019,1806,381,761
1909,2019,106,12,63
1910,2019,76,35,21
1911,2019,697,320,197
1912,2019,289,128,93
1913,2019,279,1,215
1914,2019,349,1,237
1915,2019,65,0,56
1916,2019,193,7,156
1917,2019,222,73,105
1918,2019,341,53,212
1919,2019,567,2,433
1920,2019,3647,194,2228
1921,2019,15,0,12
1922,2019,104,0,95
1923,2019,14,0,11
1924,2019,330,26,212
1925,2019,170,56,76
1926,2019,15,0,12
1927,2019,396,138,168
1928,2019,230,13,146
1929,2019,55,3,30
1930,2019,145,7,74
1931,2019,1078,29,192
1932,2019,25,0,20
1933,2019,1063,30,876
1934,2019,211,6,177
1935,2019,1140,161,546
1936,2019,894,107,411
1937,2019,695,69,409
1938,2019,1920,124,1077
1939,2019,973,75,599
1940,2019,510,268,57
1941,2019,140,4,72
1942,2019,70,9,48
1943.01,2019,19,8,9
1943.02,2019,14,6,6
1943.03,2019,35,13,16
1944.01,2019,53,12,14
1944.02,2019,118,28,31
1944.03,2019,199,81,44
1944.04,2019,90,63,14
1944.05,2019,508,355,80
1944.06,2019,90,25,23
1945.01,2019,113,65,28
1945.02,2019,710,411,176
1945.03,2019,611,353,150
1946,2019,286,164,70
1947,2019,789,240,371
1948,2019,1123,110,812
1949,2019,202,0,190
1950,2019,441,200,140
1951,2019,83,6,44
1952,2019,1594,384,694
1953,2019,113,0,87
1954,2019,462,7,395
1955,2019,144,17,62
1956,2019,378,40,166
1957,2019,1590,75,1202
1958,2019,187,49,42
1959,2019,314,1,206
1960,2019,2999,6,2348
1961,2019,639,221,167
1962,2019,303,160,55
1963,2019,418,142,180
1964,2019,102,0,80
1965,2019,2500,8,1933
1966.01,2019,298,5,38
1966.02,2019,526,11,66
1967,2019,752,27,78
1968.01,2019,739,13,523
1968.02,2019,612,13,367
1969.01,2019,1000,44,490
1969.02,2019,1960,86,960
1970,2019,829,7,209
1971,2019,3070,133,1524
1972.01,2019,208,1,166
1972.02,2019,292,1,233
1972.03,2019,24,0,18
1972.04,2019,1731,4,1687
1973.01,2019,888,42,434
1973.02,2019,1280,58,627
1973.03,2019,809,35,397
1973.04,2019,1051,46,516
1974,2019,7319,18,7015
1975,2019,1897,30,1582
1976,2019,977,44,780
1977,2019,145,1,65
1978,2019,257,1,203
1979,2019,197,4,166
1980,2019,78,0,57
1981,2019,1856,10,1737
1982,2019,257,114,105
1983,2019,633,26,259
1984,2019,482,146,124
1985,2019,2392,99,980
1986,2019,1495,245,892
1987,2019,576,101,96
1988,2019,33,1,8
1989.01,2019,1444,27,457
1989.02,2019,233,5,13
1989.03,2019,142,3,7
1990,2019,1877,52,1287
1991,2019,691,16,478
1992,2019,84,8,48
1993,2019,15,0,13
1994,2019,209,50,91
1995,2019,71,14,22
1996,2019,631,9,544
1997,2019,1863,24,1436
1998,2019,1356,240,579
1999,2019,550,232,153
2000,2019,113,6,47
2001,2019,552,228,162
2002,2019,631,83,406
2003,2019,888,328,330
2004,2019,700,11,529
2005,2019,10189,91,9278
2006.01,2019,1095,75,246
2006.02,2019,129,9,29
2007,2019,2130,147,623
2008,2019,445,51,232
2009,2019,1115,38,799
2010,2019,380,238,48
2011,2019,362,40,92
2012.01,2019,455,82,260
2012.02,2019,199,51,105
2013.01,2019,28260,254,25697
2013.02,2019,4155,42,3768
2014,2019,755,252,143
2015,2019,1080,202,570
2016,2019,164,31,86
2017,2019,180,35,91
2018.01,2019,107,27,30
2018.02,2019,214,53,61
2018.03,2019,212,53,60
2019,2019,702,254,108
2020,2019,837,52,686
2021,2019,973,192,424
2022,2019,335,81,104
2023,2019,445,8,382
2024,2019,114,1,87
2025.01,2019,128,19,85
2025.02,2019,126,33,71
2025.03,2019,41,0,32
2026,2019,786,304,372
2027,2019,1432,550,673
2028,2019,1773,686,840
2029,2019,225,135,37
2030,2019,590,370,74
2031,2019,917,25,665
2032,2019,947,61,651
2033,2019,1609,471,388
2034,2019,373,40,207
2035,2019,1176,86,543
2036.01,2019,264,13,205
2036.02,2019,32,8,4
2036.03,2019,80,4,61
2037,2019,92,0,70
2038,2019,1191,343,395
2039,2019,387,89,113
2040,2019,1367,580,187
2041,2019,202,1,48
2042,2019,373,6,168
2043,2019,68,11,35
2044.01,2019,1155,465,296
2044.02,2019,264,128,52
2045,2019,446,216,90
2046,2019,69,20,22
2047.01,2019,208,43,116
2047.02,2019,29,9,14
2048,2019,36,15,12
2049,2019,120,2,59
2050,2019,49,0,45
2051,2019,72,0,42
2052,2019,760,269,310
2053,2019,613,30,119
2054,2019,29,11,6
2055,2019,224,11,45
2056,2019,128,6,27
2057,2019,86,0,78
2058,2019,140,14,87
2059,2019,169,33,52
2060,2019,324,110,139
2061.01,2019,15,3,2
2061.02,2019,54,11,6
2062.01,2019,85,11,40
2062.02,2019,109,24,44
2062.03,2019,576,130,230
2063.01,2019,144,16,79
2063.02,2019,9,2,1
2064,2019,218,122,60
2065,2019,719,48,660
2066.01,2019,14,0,10
2066.02,2019,775,72,464
2067,2019,841,90,538
2068,2019,235,3,147
2069.01,2019,1665,68,1500
2069.02,2019,235,1,227
2070,2019,489,178,219
2071,2019,86,4,55
2072,2019,293,43,145
2073.01,2019,243,39,107
2073.02,2019,74,12,31
2073.03,2019,459,50,238
2074.01,2019,65,14,27
2074.02,2019,77,17,38
2075.01,2019,152,66,34
2075.02,2019,586,364,51
2076.01,2019,527,236,112
2076.02,2019,752,515,37
2076.03,2019,84,36,19
2077,2019,543,1,55
2078,2019,27,0,24
2079.01,2019,83,22,25
2079.02,2019,390,62,194
2080.01,2019,27,4,14
2080.02,2019,40,3,30
2080.03,2019,22,1,17
2080.04,2019,67,17,19
2081,2019,366,57,261
2082,2019,344,53,134
2083,2019,179,66,65
2084,2019,110,30,55
2085.01,2019,79,26,26
2085.02,2019,286,75,100
2086.01,2019,49,3,28
2086.02,2019,90,4,54
2086.03,2019,53,2,32
2087,2019,382,17,229
2088,2019,326,11,220
2089.01,2019,328,6,278
2089.02,2019,46,1,39
2089.03,2019,242,3,208
2089.04,2019,256,4,217
2090,2019,473,9,381
2091,2019,316,55,61
2092,2019,28,0,3
2093,2019,131,16,19
2094,2019,24,0,3
2095,2019,88,0,10
2096.01,2019,40,0,28
2096.02,2019,53,13,16
2097,2019,118,16,61
2098,2019,795,44,372
2099.01,2019,136,1,85
2099.02,2019,220,3,130
2100,2019,423,2,283
2101,2019,593,21,269
2102,2019,403,24,140
2103,2019,7,0,4
2104,2019,53,6,7
2105,2019,82,9,11
2106,2019,913,34,444
2107,2019,4,0,3
2108,2019,1995,57,759
2109,2019,40,4,5
2110,2019,469,13,178
2111.01,2019,596,17,227
2111.02,2019,322,14,213
2112.01,2019,198,10,153
2112.02,2019,61,3,47
2112.03,2019,40,2,31
2112.04,2019,77,4,60
2112.05,2019,14,5,5
2112.06,2019,49,3,38
2113,2019,30,1,22
2114.01,2019,197,6,75
2114.02,2019,378,11,154
2114.03,2019,286,17,90
2115.01,2019,213,7,56
2115.02,2019,602,48,123
2116.01,2019,1416,42,539
2116.02,2019,268,8,102
2117.01,2019,1088,31,414
2117.02,2019,295,8,113
2118,2019,2405,223,827
2119,2019,2611,242,898
2120,2019,2047,189,704
2121,2019,1018,94,350
2122,2019,286,13,158
2123,2019,104,8,41
2124,2019,61,5,23
2125,2019,290,42,47
2126,2019,405,22,226
2127,2019,62,0,56
2128,2019,371,116,111
2129,2019,58,1,44
2130,2019,86,0,80
2131,2019,323,62,151
2132,2019,286,13,140
2133,2019,145,5,83
2134,2019,68,1,47
2135,2019,461,184,151
2136,2019,230,1,187
2137,2019,128,11,71
2138,2019,1051,250,547
2139,2019,576,172,230
2140,2019,1048,351,253
2141,2019,165,2,131
2142,2019,1652,516,649
2143,2019,90,4,60
2144,2019,1023,104,572
2145,2019,1174,154,796
2146,2019,129,9,63
2147,2019,285,164,82
2148,2019,120,5,107
2149,2019,76,0,67
2150,2019,1208,302,509
2151,2019,30,3,23
2152,2019,37,0,20
2153,2019,83,3,22
2154,2019,148,5,39
2155,2019,70,1,57
2156,2019,85,1,55
2157,2019,69,1,44
2158,2019,75,2,40
2159,2019,90,14,41
1611,2045,469,10,176
1612,2045,273,3,53
1613,2045,86,6,47
1614,2045,224,36,32
1615,2045,243,37,111
1616,2045,64,8,30
1617,2045,167,16,85
1618,2045,744,4,393
1619,2045,108,3,62
1620,2045,50,1,29
1621,2045,139,0,35
1622,2045,99,6,54
1623,2045,144,2,136
1624,2045,414,17,308
1625,2045,371,16,276
1626,2045,307,2,81
1627,2045,1639,157,1034
1628.01,2045,669,34,37
1628.02,2045,659,32,39
1628.03,2045,872,44,47
1629,2045,46,0,17
1630.01,2045,330,1,259
1630.02,2045,1223,27,704
1631,2045,1739,37,981
1632.01,2045,731,1,548
1632.02,2045,1488,3,1094
1632.03,2045,1711,497,759
1632.04,2045,1268,447,450
1633,2045,5134,0,260
1634,2045,1782,627,634
1635,2045,1335,120,634
1636,2045,849,28,561
1637,2045,8901,1043,2653
1638.01,2045,1840,222,407
1638.02,2045,2529,259,946
1639.01,2045,762,1,420
1639.02,2045,1128,1,622
1640,2045,1674,30,1262
1641,2045,1607,29,1211
1642,2045,5924,1539,2949
1643,2045,381,19,195
1644,2045,1045,7,948
1645,2045,3208,596,1921
1646,2045,3282,119,2694
1647.01,2045,1089,133,468
1647.02,2045,259,50,93
1648,2045,990,81,661
1649,2045,1605,244,231
1650,2045,6171,407,4545
1651,2045,212,6,85
1652.01,2045,730,507,187
1652.02,2045,1477,806,308
1653,2045,280,109,83
1654.01,2045,168,4,64
1654.02,2045,149,3,56
1655,2045,468,68,264
1656,2045,1391,292,573
1657,2045,1225,72,572
1658,2045,345,77,176
1659,2045,228,0,150
1660,2045,439,264,100
1661,2045,233,11,196
1662.01,2045,888,475,112
1662.02,2045,1682,83,423
1662.03,2045,131,2,119
1663,2045,940,136,274
1664,2045,76,2,52
1665.01,2045,4277,1861,1396
1665.02,2045,427,39,325
1666,2045,253,11,63
1667,2045,3157,19,2857
1668,2045,172,0,125
1669,2045,90,3,63
1670,2045,342,0,286
1671,2045,132,4,88
1672.01,2045,1322,693,203
1672.02,2045,300,153,49
1673.01,2045,324,10,186
1673.02,2045,4294,66,2556
1673.03,2045,1676,24,1000
1674,2045,995,314,508
1675.01,2045,2948,40,1760
1675.02,2045,2643,37,1577
1676.01,2045,1287,18,771
1676.02,2045,1902,26,1135
1676.03,2045,2326,31,1389
1677,2045,511,76,237
1678,2045,2578,300,842
1679,2045,2733,318,893
1680,2045,365,50,150
1681,2045,4784,80,3489
1682.01,2045,880,87,347
1682.02,2045,2006,36,1456
1683,2045,2697,314,883
1684,2045,3106,356,1029
1685,2045,840,27,460
1686,2045,2657,60,1527
1687,2045,86,1,36
1688.01,2045,653,71,228
1688.02,2045,6441,108,4706
1688.03,2045,2625,44,1919
1689.01,2045,629,71,217
1689.02,2045,2411,40,1762
1689.03,2045,5322,90,3890
1690.01,2045,2293,38,1676
1690.02,2045,2883,47,2110
1691,2045,1438,34,990
1692,2045,2435,1,1921
1693,2045,2227,1,1755
1694,2045,4465,65,3214
1695,2045,678,205,356
1696,2045,2765,59,1551
1697,2045,1653,271,506
1698,2045,162,6,86
1699,2045,399,11,189
1700,2045,214,0,112
1701,2045,127,0,29
1702,2045,67,0,15
1703,2045,1755,29,1138
1704.01,2045,1124,8,769
1704.02,2045,678,6,463
1704.03,2045,635,4,432
1705,2045,212,3,156
1706,2045,1905,316,797
1707,2045,211,10,102
1708,2045,129,10,65
1709,2045,137,3,59
1710,2045,129,3,56
1711,2045,68,0,41
1712,2045,243,28,94
1713,2045,193,1,87
1714,2045,218,1,100
1715,2045,272,43,123
1716,2045,55,8,41
1717,2045,293,21,164
1718,2045,152,22,114
1719,2045,1111,116,560
1720,2045,43,0,25
1721,2045,59,0,38
1722,2045,375,3,265
1723,2045,2850,2,969
1724,2045,3520,3,1419
1725.01,2045,298,0,101
1725.02,2045,477,0,159
1726.01,2045,44,0,17
1726.02,2045,645,2,263
1727,2045,2218,21,1431
1728.01,2045,1504,45,887
1728.02,2045,3746,110,2218
1729.01,2045,1202,11,775
1729.02,2045,261,2,168
1730.01,2045,1524,43,976
1730.02,2045,2138,63,1267
1731.01,2045,1375,270,1024
1731.02,2045,3652,720,2717
1731.03,2045,1054,207,784
1732,2045,6913,175,3591
1733,2045,237,15,188
1734,2045,1083,633,208
1735,2045,164,31,82
1736,2045,920,176,278
1737,2045,3792,208,946
1738,2045,2128,56,1188
1739.01,2045,1478,99,860
1739.02,2045,8175,253,5571
1739.03,2045,6235,198,4209
1740,2045,18955,136,10700
1741.01,2045,4328,272,2447
1741.02,2045,2483,159,1408
1741.03,2045,1360,86,766
1742.01,2045,2773,52,641
1742.02,2045,1651,31,372
1743,2045,3680,69,830
1744.01,2045,1968,15,172
1744.02,2045,127,1,10
1745,2045,853,6,69
1746,2045,2549,108,1129
1747,2045,3868,161,1758
1748,2045,492,34,124
1749,2045,1141,8,782
1750.01,2045,4440,204,2799
1750.02,2045,883,40,552
1750.03,2045,1732,80,1089
1751,2045,131,4,76
1752.01,2045,232,83,75
1752.02,2045,207,2,178
1753.01,2045,447,3,306
1753.02,2045,976,7,668
1753.03,2045,740,6,500
1754.01,2045,1589,1,358
1754.02,2045,193,41,97
1754.03,2045,288,59,166
1755,2045,1682,27,1068
1756,2045,2241,30,1338
1757,2045,140,2,116
1758,2045,336,64,224
1759,2045,486,116,139
1760,2045,198,2,158
1761,2045,2489,39,851
1762,2045,289,40,160
1763,2045,111,6,78
1764,2045,189,0,147
1765,2045,85,0,41
1766,2045,113,0.00E+00,58
1767,2045,383,72,185
1768,2045,389,1,248
1769,2045,4320,40,2812
1770.01,2045,476,6,339
1770.02,2045,245,3,175
1771,2045,62,0,37
1772,2045,2878,44,2050
1773,2045,718,8,513
1774,2045,3669,43,2619
1775,2045,125,2,100
1776,2045,25,0,19
1777,2045,48,0,28
1778,2045,161,1,144
1779,2045,1054,259,505
1780,2045,324,9,165
1781,2045,44,0,32
1782,2045,85,0,64
1783,2045,80,0,50
1784,2045,1456,26,1099
1785,2045,813,65,610
1786,2045,1419,0,1267
1787,2045,1194,0,1064
1788,2045,617,4,472
1789,2045,223,21,166
1790,2045,1483,26,493
1791,2045,1717,86,896
1792,2045,1027,171,591
1793.01,2045,1132,25,575
1793.02,2045,600,13,305
1794,2045,26,0,6
1795,2045,1369,11,831
1796.01,2045,1415,127,1058
1796.02,2045,1500,459,610
1796.03,2045,703,101,444
1797.01,2045,570,57,360
1797.02,2045,696,69,436
1797.03,2045,280,29,176
1798.01,2045,1650,187,934
1798.02,2045,1363,123,825
1798.03,2045,858,234,307
1798.04,2045,700,194,256
1799,2045,862,16,581
1800.01,2045,1275,422,494
1800.02,2045,382,76,161
1800.03,2045,1201,315,336
1800.04,2045,312,84,86
1800.05,2045,1269,347,363
1800.06,2045,594,190,220
1801,2045,413,71,237
1802,2045,535,55,183
1803,2045,772,1,688
1804,2045,1565,0,1410
1805,2045,309,34,218
1806,2045,54,0,43
1807,2045,111,0,84
1808,2045,134,12,95
1809,2045,584,0,532
1810,2045,2651,821,1109
1811,2045,777,64,394
1812,2045,715,296,202
1813,2045,218,91,62
1814.01,2045,1384,137,737
1814.02,2045,945,93,510
1815,2045,386,6,267
1816,2045,554,29,338
1817.01,2045,3168,314,1687
1817.02,2045,1081,106,576
1817.03,2045,4836,479,2575
1818,2045,212,4,138
1819,2045,189,10,146
1820,2045,300,24,237
1821,2045,6634,642,1037
1822,2045,1312,147,615
1823,2045,1761,317,857
1824,2045,1640,218,808
1825,2045,665,69,305
1826,2045,132,4,39
1827,2045,121,9,69
1828,2045,218,1,142
1829,2045,84,0,53
1830,2045,346,47,170
1831,2045,822,102,381
1832.01,2045,6246,1188,2920
1832.02,2045,2410,458,1129
1832.03,2045,81,12,38
1833.01,2045,2788,398,1643
1833.02,2045,265,20,134
1833.03,2045,5141,501,2742
1834,2045,1086,155,641
1835,2045,306,44,180
1836,2045,371,20,161
1837,2045,2809,162,1002
1838.01,2045,1373,80,508
1838.02,2045,606,36,217
1839,2045,2660,315,1663
1840,2045,1163,68,418
1841.01,2045,1493,177,932
1841.02,2045,5284,616,3261
1841.03,2045,8103,969,5107
1841.04,2045,1446,170,902
1842.01,2045,5722,684,3609
1842.02,2045,6157,736,3882
1843.01,2045,4991,597,3147
1843.02,2045,9578,1145,6040
1844,2045,3005,360,1895
1845.01,2045,3786,448,2376
1845.02,2045,5324,629,3339
1845.03,2045,3398,407,2143
1846.01,2045,3368,398,2111
1846.02,2045,2682,320,1691
1847.01,2045,6215,375,3030
1847.02,2045,3273,197,1595
1848.01,2045,830,153,402
1848.02,2045,5778,974,2718
1849.01,2045,2084,396,977
1849.02,2045,6078,999,3194
1850,2045,243,40,133
1851.01,2045,5140,195,3431
1851.02,2045,5400,171,3507
1852.01,2045,380,15,256
1852.02,2045,592,21,399
1853.01,2045,1164,52,778
1853.02,2045,333,22,220
1854.01,2045,394,17,265
1854.02,2045,997,44,672
1855,2045,5792,692,3652
1856,2045,329,4,297
1857,2045,1099,3,1035
1858,2045,1997,231,1037
1859,2045,449,11,270
1860,2045,1142,44,821
1861,2045,1681,158,1051
1862,2045,170,0,134
